Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
109312,126342,Daily,For mental alertness,Increased energy and focus,Yes,Neutral,Effective,No,1,Not available locally,Gangster,Taste/flavor preference,Reduced sugar content,Vitamins,No,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Studying/working late
109314,126344,2-3 times a week,Before exercise,Increased energy and focus,Yes,Negative,Healthy,No,2,Not available locally,Bepsi,Availability,More natural ingredients,Sugar,Yes,Yes,Online ads,Compact and portable cans,Not Sure,Above 150,Supermarkets,Social outings/parties
109315,126345,2-3 times a week,Before exercise,To combat fatigue,Yes,Positive,Effective,Yes,3,Health concerns,Blue Bull,Availability,More natural ingredients,Guarana,Yes,Yes,Online ads,Collectible packaging,No,100-150,Local stores,Other
109317,126347,Rarely,For mental alertness,Other,No,Neutral,Healthy,No,2,Health concerns,Gangster,Brand reputation,Wider range of flavors,Vitamins,Yes,No,Online ads,Collectible packaging,Yes,50-99,Online retailers,Studying/working late
109318,126348,2-3 times a week,For mental alertness,To combat fatigue,No,Positive,Effective,No,4,Unfamiliar with the brand,CodeX,Effectiveness,Wider range of flavors,Guarana,No,Yes,Online ads,Compact and portable cans,No,100-150,Online retailers,Sports/exercise
109320,126350,Daily,Throughout the day,Increased energy and focus,No,Positive,Effective,No,5,Unfamiliar with the brand,Bepsi,Brand reputation,More natural ingredients,Vitamins,Yes,No,Print media,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
109321,126351,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Positive,Effective,Yes,3,Health concerns,CodeX,Other,Reduced sugar content,Guarana,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,Above 150,Online retailers,Sports/exercise
109323,126353,2-3 times a week,Throughout the day,To combat fatigue,No,Neutral,Healthy,No,5,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,No,Yes,Online ads,Innovative bottle design,No,50-99,Online retailers,Sports/exercise
109324,126354,2-3 times a month,Before exercise,Increased energy and focus,Yes,Negative,Healthy,Yes,3,Health concerns,CodeX,Effectiveness,Wider range of flavors,Guarana,Yes,No,Online ads,Eco-friendly design,No,50-99,Supermarkets,Studying/working late
109326,126356,Daily,Throughout the day,Other,No,Positive,Dangerous,No,1,Health concerns,Bepsi,Availability,More natural ingredients,Caffeine,No,Yes,Print media,Compact and portable cans,No,50-99,Local stores,Studying/working late
109329,126359,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,No,4,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Reduced sugar content,Sugar,Yes,No,Outdoor billboards,Compact and portable cans,Not Sure,50-99,Online retailers,Sports/exercise
109330,126360,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,5,Not available locally,Blue Bull,Brand reputation,More natural ingredients,Sugar,Yes,Yes,Online ads,Collectible packaging,No,100-150,Online retailers,Studying/working late
109331,126361,Daily,Before exercise,Other,Yes,Positive,Dangerous,Yes,2,Unfamiliar with the brand,Sky 9,Effectiveness,Healthier alternatives,Sugar,No,No,Online ads,Innovative bottle design,Not Sure,Above 150,Local stores,Studying/working late
109333,126363,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Not sure,No,4,Unfamiliar with the brand,Gangster,Effectiveness,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Collectible packaging,Yes,Above 150,Supermarkets,Sports/exercise
109334,126364,Once a week,Before exercise,To combat fatigue,Yes,Positive,Effective,No,3,Not available locally,Blue Bull,Taste/flavor preference,More natural ingredients,Caffeine,No,Yes,Other,Collectible packaging,No,100-150,Other,Sports/exercise
109335,126365,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,Yes,2,Not available locally,Gangster,Brand reputation,Healthier alternatives,Caffeine,No,No,TV commercials,Compact and portable cans,Not Sure,100-150,Local stores,Sports/exercise
109337,126367,Once a week,To stay awake during work/study,To combat fatigue,No,Negative,Effective,No,4,Not interested in energy drinks,Cola-Coka,Availability,Wider range of flavors,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
109338,126368,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Effective,No,5,Not interested in energy drinks,Cola-Coka,Effectiveness,More natural ingredients,Vitamins,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
109339,126369,Daily,Throughout the day,To combat fatigue,Yes,Neutral,Effective,Yes,3,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,No,TV commercials,Compact and portable cans,Yes,Below 50,Gyms and fitness centers,Studying/working late
109340,126370,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Negative,Healthy,No,2,Unfamiliar with the brand,Cola-Coka,Availability,Reduced sugar content,Guarana,Yes,Yes,Other,Innovative bottle design,Not Sure,100-150,Online retailers,Sports/exercise
109341,126371,Daily,Before exercise,To boost performance,Yes,Neutral,Dangerous,Yes,3,Unfamiliar with the brand,Gangster,Effectiveness,Reduced sugar content,Guarana,Yes,No,Outdoor billboards,Innovative bottle design,No,Below 50,Local stores,Sports/exercise
109343,126373,2-3 times a week,To stay awake during work/study,To boost performance,No,Negative,Dangerous,No,4,Not available locally,Gangster,Other,More natural ingredients,Vitamins,No,Not Sure,Online ads,Collectible packaging,Yes,100-150,Online retailers,Other
109344,126374,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Negative,Not sure,No,3,Not interested in energy drinks,Others,Brand reputation,More natural ingredients,Vitamins,No,Not Sure,TV commercials,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
109345,126375,Once a week,For mental alertness,To enhance sports performance,No,Neutral,Effective,No,3,Other,Bepsi,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
109346,126376,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,No,5,Not interested in energy drinks,Cola-Coka,Brand reputation,Healthier alternatives,Sugar,No,Not Sure,Online ads,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
109349,126379,Once a week,For mental alertness,To combat fatigue,Yes,Neutral,Healthy,Yes,4,Unfamiliar with the brand,Bepsi,Other,Wider range of flavors,Caffeine,Yes,Yes,Print media,Innovative bottle design,Yes,100-150,Supermarkets,Social outings/parties
109350,126380,2-3 times a week,Before exercise,Other,Yes,Neutral,Dangerous,No,3,Not available locally,Others,Other,Healthier alternatives,Caffeine,Yes,Not Sure,Print media,Collectible packaging,No,50-99,Local stores,Sports/exercise
109351,126381,Once a week,Throughout the day,Other,No,Neutral,Effective,No,3,Health concerns,Gangster,Brand reputation,Reduced sugar content,Caffeine,Yes,No,Online ads,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
109354,126384,Once a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Dangerous,No,3,Health concerns,Cola-Coka,Effectiveness,Reduced sugar content,Caffeine,No,Not Sure,Online ads,Compact and portable cans,No,50-99,Gyms and fitness centers,Studying/working late
109355,126385,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Positive,Dangerous,No,5,Unfamiliar with the brand,CodeX,Brand reputation,More natural ingredients,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
109357,126387,Rarely,Before exercise,To enhance sports performance,No,Neutral,Dangerous,No,1,Not interested in energy drinks,Cola-Coka,Effectiveness,Healthier alternatives,Vitamins,Yes,Yes,Print media,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late
109359,126389,Rarely,To stay awake during work/study,Other,Yes,Neutral,Healthy,Yes,3,Unfamiliar with the brand,Gangster,Other,Reduced sugar content,Sugar,No,Yes,Outdoor billboards,Innovative bottle design,No,50-99,Local stores,Sports/exercise
109360,126390,Once a week,Before exercise,To boost performance,Yes,Neutral,Effective,No,4,Not available locally,Blue Bull,Effectiveness,Reduced sugar content,Caffeine,No,Yes,TV commercials,Compact and portable cans,No,100-150,Supermarkets,Social outings/parties
109361,126391,Rarely,To stay awake during work/study,To enhance sports performance,Yes,Positive,Effective,Yes,3,Not available locally,Blue Bull,Effectiveness,More natural ingredients,Vitamins,Yes,No,Online ads,Collectible packaging,Yes,Above 150,Gyms and fitness centers,Other
109362,126392,Once a week,Before exercise,Other,Yes,Positive,Not sure,No,3,Not interested in energy drinks,Bepsi,Effectiveness,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,No,Above 150,Online retailers,Sports/exercise
109364,126394,Rarely,For mental alertness,Increased energy and focus,Yes,Negative,Dangerous,No,3,Other,Cola-Coka,Other,Reduced sugar content,Guarana,Yes,Yes,Print media,Innovative bottle design,Not Sure,100-150,Gyms and fitness centers,Sports/exercise
109365,126395,2-3 times a month,Throughout the day,To combat fatigue,Yes,Negative,Dangerous,No,4,Not interested in energy drinks,Bepsi,Brand reputation,Wider range of flavors,Caffeine,Yes,No,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Social outings/parties
109366,126396,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Healthy,No,3,Not interested in energy drinks,Cola-Coka,Brand reputation,More natural ingredients,Vitamins,No,No,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Other
109368,126398,Once a week,To stay awake during work/study,To enhance sports performance,Yes,Negative,Effective,No,3,Not available locally,Bepsi,Brand reputation,More natural ingredients,Vitamins,Yes,No,Outdoor billboards,Collectible packaging,Not Sure,50-99,Supermarkets,Sports/exercise
109371,126401,Once a week,To stay awake during work/study,To boost performance,Yes,Positive,Not sure,No,4,Not interested in energy drinks,Gangster,Other,More natural ingredients,Vitamins,Yes,No,Online ads,Compact and portable cans,Not Sure,50-99,Local stores,Sports/exercise
109372,126402,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Positive,Effective,No,2,Not interested in energy drinks,Gangster,Effectiveness,Reduced sugar content,Vitamins,Yes,No,Outdoor billboards,Innovative bottle design,Yes,Above 150,Supermarkets,Sports/exercise
109375,126405,2-3 times a week,Throughout the day,To enhance sports performance,No,Neutral,Not sure,No,4,Not interested in energy drinks,Gangster,Brand reputation,Wider range of flavors,Caffeine,No,Yes,Online ads,Eco-friendly design,No,Above 150,Supermarkets,Studying/working late
109377,126407,Rarely,Throughout the day,To enhance sports performance,Yes,Positive,Not sure,Yes,5,Not available locally,Cola-Coka,Other,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,Yes,100-150,Online retailers,Sports/exercise
109378,126408,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Not sure,No,4,Not interested in energy drinks,Gangster,Effectiveness,Reduced sugar content,Sugar,No,Not Sure,TV commercials,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Social outings/parties
109379,126409,Daily,Before exercise,To boost performance,Yes,Positive,Healthy,Yes,2,Other,CodeX,Effectiveness,More natural ingredients,Guarana,Yes,Yes,Other,Collectible packaging,No,50-99,Supermarkets,Studying/working late
109381,126411,Once a week,Before exercise,Other,Yes,Negative,Healthy,Yes,5,Health concerns,Blue Bull,Brand reputation,Wider range of flavors,Guarana,No,No,Online ads,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
109383,126413,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,Yes,2,Not available locally,Gangster,Effectiveness,Other,Vitamins,No,No,TV commercials,Innovative bottle design,Not Sure,50-99,Local stores,Sports/exercise
109384,126414,Once a week,Before exercise,Increased energy and focus,No,Positive,Not sure,No,3,Not interested in energy drinks,Gangster,Brand reputation,Healthier alternatives,Sugar,Yes,Yes,TV commercials,Compact and portable cans,Yes,50-99,Local stores,Studying/working late
109385,126415,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,No,5,Health concerns,Gangster,Effectiveness,More natural ingredients,Vitamins,Yes,Yes,Outdoor billboards,Other,Yes,100-150,Online retailers,Sports/exercise
109386,126416,2-3 times a week,Throughout the day,Increased energy and focus,No,Positive,Effective,No,1,Not interested in energy drinks,CodeX,Effectiveness,Wider range of flavors,Sugar,No,Yes,Outdoor billboards,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
109387,126417,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Effective,No,1,Unfamiliar with the brand,Cola-Coka,Effectiveness,More natural ingredients,Guarana,Yes,Yes,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
109388,126418,2-3 times a month,Throughout the day,To enhance sports performance,Yes,Neutral,Not sure,Yes,5,Unfamiliar with the brand,Cola-Coka,Effectiveness,Reduced sugar content,Vitamins,No,Yes,Online ads,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late
109389,126419,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,3,Not available locally,Bepsi,Effectiveness,Reduced sugar content,Caffeine,No,Not Sure,Other,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
109390,126420,Rarely,To stay awake during work/study,Other,Yes,Neutral,Dangerous,No,4,Health concerns,Gangster,Effectiveness,More natural ingredients,Caffeine,Yes,No,Other,Innovative bottle design,Yes,Above 150,Local stores,Social outings/parties
109392,126422,Rarely,Before exercise,To combat fatigue,Yes,Negative,Dangerous,No,5,Not available locally,Others,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,No,TV commercials,Compact and portable cans,Yes,Above 150,Supermarkets,Sports/exercise
109393,126423,2-3 times a week,Before exercise,To enhance sports performance,Yes,Neutral,Healthy,Yes,3,Not available locally,Cola-Coka,Taste/flavor preference,Healthier alternatives,Guarana,No,No,TV commercials,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late
109394,126424,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,No,1,Unfamiliar with the brand,CodeX,Effectiveness,Reduced sugar content,Caffeine,Yes,Not Sure,Outdoor billboards,Eco-friendly design,Not Sure,Above 150,Supermarkets,Social outings/parties
109395,126425,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,3,Not interested in energy drinks,Bepsi,Other,More natural ingredients,Sugar,No,Not Sure,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late
